Symbol,sys_name,SGD,WT_SSL,WT_HL,CBC_SSL,CBC1_HL,RRP6_SSL,RRP6-HL
EAF6,YJR082C ,YJR082C ,159.5,23.26,250,34.67,191.6,25.79
NA,YJR083C ,YJR083C ,75.8,16.71,82.9,N.A.,72.2,N.A.
CSN12,YJR084W ,YJR084W ,277.8,45.34,363.9,36.4,378.5,110.92
NA,YJR085C ,YJR085C ,8916.2,47.82,10317.9,28.58,8109.4,46.61
STE18,YJR086W ,YJR086W ,428.3,22.63,744.1,30.07,498.3,27.29
NA,YJR087W ,YJR087W ,69.3,68.32,96,42.91,200.4,15.5
NA,YJR088C ,YJR088C ,376.8,150.62,710,45.1,583.1,33.41
BIR1,YJR089W ,YJR089W ,116.7,23.47,182.1,36.9,117.5,49.78
GRR1,YJR090C ,YJR090C ,529.2,14.81,537.3,15.43,647.8,22.35
JSN1,YJR091C ,YJR091C ,497.7,N.A.,681.1,61.62,613.5,N.A.
BUD4,YJR092W ,YJR092W ,838.8,13.45,693.9,16.96,479.5,21.23
FIP1,YJR093C ,YJR093C ,178.3,51.99,326.9,25.35,263.6,19.81
IME1,YJR094C ,YJR094C ,74.4,N.A.,38.1,N.A.,150.1,31.73
RPL43B,YJR094W-A ,YJR094W-A ,37,9.62,84,10.65,17.7,N.A.
SFC1,YJR095W ,YJR095W ,39.1,75.1,43.6,83.45,45.2,N.A.
NA,YJR096W ,YJR096W ,374.4,N.A.,748.2,N.A.,220.5,N.A.
NA,YJR097W ,YJR097W ,252.4,6.16,215.2,9.77,233,8.41
NA,YJR098C ,YJR098C ,144.6,17.78,114.8,20.9,100,N.A.
YUH1,YJR099W ,YJR099W ,99.8,57.24,136.9,N.A.,86.3,123.16
NA,YJR100C ,YJR100C ,539.7,26.31,497.6,73.05,387.2,53.63
RSM26,YJR101W ,YJR101W ,1009.9,32.71,945.1,183.5,573.5,152.61
VPS25,YJR102C ,YJR102C ,340.3,84.1,375.4,47.58,291.3,N.A.
URA8,YJR103W ,YJR103W ,584,N.A.,586.6,N.A.,1835.1,52.8
SOD1,YJR104C ,YJR104C ,4446.3,39.81,4228.8,39.65,3258.9,74.25
ADO1,YJR105W ,YJR105W ,10922,19.33,7787.8,28.18,6739.6,27.93
ECM27,YJR106W ,YJR106W ,19.2,9.81,8.4,N.A.,52.1,5.02
NA,YJR107W ,YJR107W ,341.3,17.73,311.6,19.65,459.1,20.75
ABM1,YJR108W ,YJR108W ,54.9,70.84,72.9,24.56,45.9,N.A.
CPA2,YJR109C ,YJR109C ,2293.6,14.58,558.9,115.25,836.7,41.06
NA,YJR110W ,YJR110W ,200.7,17.89,161.6,26.48,175.3,101.03
NA,YJR111C ,YJR111C ,395.4,16.41,312,48.58,328.3,24.72
NNF1,YJR112W ,YJR112W ,490,8.77,461.6,9.23,329.7,8.57
RSM7,YJR113C ,YJR113C ,4589.1,53.57,5212,65.26,3339.4,113.98
NA,YJR114W ,YJR114W ,237.7,69.08,182.5,N.A.,147.4,34.93
NA,YJR115W ,YJR115W ,92.5,10.8,130.7,29.41,197.9,179.13
NA,YJR116W ,YJR116W ,899.5,16.28,1091.1,23.16,732,15.86
STE24,YJR117W ,YJR117W ,1667.9,79.56,1467,97.39,1256.6,N.A.
ILM1,YJR118C ,YJR118C ,537,148.85,561,33.59,316.6,35.12
NA,YJR119C ,YJR119C ,68.7,15.98,74.1,16.91,70.8,25.41
NA,YJR120W ,YJR120W ,14.8,N.A.,19.4,11.67,61.3,205.63
ATP2,YJR121W ,YJR121W ,3788.4,N.A.,5511.5,45.01,5402.5,67.64
CAF17,YJR122W ,YJR122W ,311.3,51.5,252.8,33.52,157.6,N.A.
RPS5,YJR123W ,YJR123W ,15607.1,39.19,17326.8,37.34,13516.6,29.83
NA,YJR124C ,YJR124C ,502.1,10.82,427.5,15.42,362.3,14.73
ENT3,YJR125C ,YJR125C ,563.3,N.A.,1056.9,64.33,699.6,81.37
VPS70,YJR126C ,YJR126C ,786.4,33.3,786.7,20.09,512,529.6
ZMS1,YJR127C ,YJR127C ,318.1,58.31,360.6,20.19,350.7,56.19
NA,YJR128W ,YJR128W ,16.3,25.23,12.9,N.A.,15.3,33.73
NA,YJR129C ,YJR129C ,445.3,11.05,717,13.77,335,48.73
STR2,YJR130C ,YJR130C ,415.5,54.98,362.9,35.94,359,884.43
MNS1,YJR131W ,YJR131W ,393.1,17.23,314.2,27.38,234.5,21.26
NMD5,YJR132W ,YJR132W ,607.2,10.04,364.2,21.31,464.3,13.09
XPT1,YJR133W ,YJR133W ,6506.7,20.69,4090.8,28.5,2856.5,18.04
SGM1,YJR134C ,YJR134C ,120.8,32.14,100.1,123.02,17.4,N.A.
MCM22,YJR135C ,YJR135C ,46.5,5.43,79.3,16.82,21,8.49
TIM8,YJR135w-a ,YJR135w-a ,1672.3,58.35,1597.2,35.49,1292.8,25
NA,YJR136C ,YJR136C ,180.6,20.76,212.2,13.05,156.7,19.01
ECM17,YJR137C ,YJR137C ,997.2,N.A.,631.8,N.A.,1198.7,N.A.
IML1,YJR138W ,YJR138W ,175.7,15.73,136.7,28.99,135.3,149.1
HOM6,YJR139C ,YJR139C ,11016.1,43.96,9192.8,65.28,7249,116.9
HIR3,YJR140C ,YJR140C ,560,12.97,605,24.35,464.5,20.17
NA,YJR141W ,YJR141W ,169.1,25.63,193.2,26.82,150.1,22.49
NA,YJR142W ,YJR142W ,190.8,26.41,223.9,N.A.,169.3,33.11
PMT4,YJR143C ,YJR143C ,4041.8,21.48,2892.8,56.36,2916.9,32.98
MGM101,YJR144W ,YJR144W ,416.1,16.62,476.4,18.93,464.5,22.73
RPS4A,YJR145C ,YJR145C ,15700.2,53.72,14519.7,35.76,11318,45.12
NA,YJR146W ,YJR146W ,56.6,11.31,72.4,11.6,25.5,6.31
HMS2,YJR147W ,YJR147W ,580.6,10.89,384,13.51,100.6,6.01
BAT2,YJR148W ,YJR148W ,4524.4,20.24,2657.8,53.06,1698.7,22.3
NA,YJR149W ,YJR149W ,170.3,11.4,160.2,32.08,573.8,11.87
DAN1,YJR150C ,YJR150C ,91.5,33.12,65.6,14.92,19.5,22.97
DAN4,YJR151C ,YJR151C ,193.5,37.01,236.8,32.93,227.3,N.A.
DAL5,YJR152W ,YJR152W ,165.2,32.24,272.5,15.41,202.5,N.A.
PGU1,YJR153W ,YJR153W ,79.7,36.04,72.4,N.A.,66.9,23.35
NA,YJR154W ,YJR154W ,84.7,26.06,67.3,25.78,84.9,25.29
AAD10,YJR155W ,YJR155W ,132.9,25.15,131,12.3,210.3,440.61
THI11,YJR156C ,YJR156C ,106.6,34.27,197,130,296.5,23.14
NA,YJR157W ,YJR157W ,19,57.67,21.7,N.A.,36.5,8.63
HXT16,YJR158W ,YJR158W ,243.4,35.69,80.7,N.A.,325.5,30
SOR1,YJR159W ,YJR159W ,256.7,29.79,194.7,60.83,324.8,37.32
NA,YJR160C ,YJR160C ,168.3,17.04,15.6,14.13,233,12.81
COS5,YJR161C ,YJR161C ,1146.6,72.37,2007.1,40.32,1574.3,51.54
COS5,YJR161C ,YJR161C ,541.6,21.82,995.7,20.3,777.1,21.54
NA,YJR162C ,YJR162C ,500.4,13.43,99.5,N.A.,561.1,14.65
NA,YJRWDELTA11 ,YJRWDELTA11 ,3155.8,18.98,1807.2,46.22,3359.8,26.53
NA,YJRWDELTA12 ,YJRWDELTA12 ,2359.4,41.84,1704.7,63.45,3139.5,21.14
NA,YJRWDELTA13 ,YJRWDELTA13 ,3317.4,38.26,1748.3,38.02,3554.8,29.11
NA,YJRWDELTA14 ,YJRWDELTA14 ,4.1,8.99,0.6,N.A.,0.9,52.77
NA,YJRWDELTA17 ,YJRWDELTA17 ,4732.9,37.14,3098.7,33.59,3728.6,38.95
NA,YJRWDELTA18 ,YJRWDELTA18 ,9.5,7.75,0.6,N.A.,0.8,34.65
NA,YJRWDELTA18 ,YJRWDELTA18 ,440.1,19.97,288.8,42.65,708.2,27.71
NA,YJRWDELTA20 ,YJRWDELTA20 ,51.6,14.81,49.9,8.88,31.5,N.A.
NA,YJRWTAU3 ,YJRWTAU3 ,45.6,9.91,3,92.57,2.4,N.A.
NA,YJRWTY1-1 ,YJRWTY1-1 ,2233.2,38.34,2147.3,30.37,3803.6,166.81
NA,YJRWTY1-1 ,YJRWTY1-1 ,4625.3,42.05,3583.4,39.68,5340.8,31.13
NA,YJRWTY1-2 ,YJRWTY1-2 ,2673.8,55,1953.2,46.2,3885.3,50.04
MET14,YKL001C ,YKL001C ,1494.2,N.A.,1268,N.A.,1334.5,N.A.
DID4,YKL002W ,YKL002W ,1504.7,52.7,1621.5,80.35,1352.9,1079.14
MRP17,YKL003C ,YKL003C ,6214.6,41.21,5699.2,35.39,3651.9,106.76
AUR1,YKL004W ,YKL004W ,5706.2,17.41,4449.3,17.2,3953.3,23.85
NA,YKL005C ,YKL005C ,470.5,16.92,788.5,32.41,613,28.73
SFT1,YKL006C-A ,YKL006C-A ,1602.7,15.38,520.3,33.7,2590.3,46.33
RPL14A,YKL006W ,YKL006W ,13796.4,30.01,13422.5,31.84,10804.7,31.84
RPL14A,YKL006W ,YKL006W ,23439.4,31.57,20451,31.77,15727.6,39.59
RPL14A,YKL006W ,YKL006W ,18856.8,43.78,17179,33.9,13098.5,61.53
CAP1,YKL007W ,YKL007W ,2135.1,59.08,2838.4,79.84,1690.9,146.17
LAC1,YKL008C ,YKL008C ,809.7,28.76,936.1,35.35,575.3,43.33
MRT4,YKL009W ,YKL009W ,4542.2,15.12,4856.6,24.91,3962.6,16.87
UFD4,YKL010C ,YKL010C ,1297.7,28.39,1923.8,21.46,1789.8,39.06
CCE1,YKL011C ,YKL011C ,160.2,160,230.6,44.26,253.6,55.43
PRP40,YKL012W ,YKL012W ,412.9,27.74,583.4,22.31,553.7,24.29
ARC19,YKL013C ,YKL013C ,1584.7,246.28,2826.7,52.96,2259.4,93.24
NA,YKL014C ,YKL014C ,1579.2,12.72,1702.4,15.74,1950.4,13.38
PUT3,YKL015W ,YKL015W ,760.8,23.69,609.4,16.32,974.4,43.29
ATP7,YKL016C ,YKL016C ,3538.7,62.76,4694.7,52.37,4057.3,125.77
HCS1,YKL017C ,YKL017C ,418.4,82.61,641.6,34.86,538.7,24.98
SWD2,YKL018W ,YKL018W ,936.5,17.39,1226.1,18,1194.2,27.3
RAM2,YKL019W ,YKL019W ,1621.4,54.47,2311,36.08,1203.8,42.46
SPT23,YKL020C ,YKL020C ,704.3,39.26,969.1,20.56,878.7,53.9
MAK11,YKL021C ,YKL021C ,409,25.87,553.5,30.53,502.5,12.51
CDC16,YKL022C ,YKL022C ,381.7,13.78,604,48.94,493.7,98.25
NA,YKL023W ,YKL023W ,362,41.07,518.4,N.A.,228,N.A.
URA6,YKL024C ,YKL024C ,6557.1,19.44,7613.5,73.8,4107,73.45
PAN3,YKL025C ,YKL025C ,716.5,25.53,976.1,N.A.,803.9,N.A.
GPX1,YKL026C ,YKL026C ,256.2,N.A.,481.1,N.A.,302.2,N.A.
NA,YKL027W ,YKL027W ,970,14.17,896.3,24.77,697.1,31.62
TFA1,YKL028W ,YKL028W ,1083.3,14.86,1355.2,22.2,1216.8,28.5
MAE1,YKL029C ,YKL029C ,7275.2,9.25,3606.8,26.07,1168.7,15.25
NA,YKL030W ,YKL030W ,48.9,8.98,13.4,38.94,66.7,39.75
NA,YKL031W ,YKL031W ,551.9,28.08,158.1,N.A.,340.8,4.89
IXR1,YKL032C ,YKL032C ,1489.2,37.46,1340.8,37.37,1195.5,28.98
NA,YKL033W ,YKL033W ,457.2,14.95,592.1,13.64,743.4,27.78
NA,YKL033W-A ,YKL033W-A ,1858.3,31.88,2097.1,28.24,1640.5,36.32
NA,YKL033W-A ,YKL033W-A ,6641.9,16.95,5229.4,30.19,3650.9,32.74
TUL1,YKL034W ,YKL034W ,1291.3,45.7,1371.8,34.34,881.9,N.A.
UGP1,YKL035W ,YKL035W ,5446.6,N.A.,5562.4,N.A.,3294.5,N.A.
NA,YKL036C ,YKL036C ,8.5,N.A.,3.5,N.A.,27.5,N.A.
NA,YKL037W ,YKL037W ,17.5,N.A.,18.8,N.A.,108.2,13.34
RGT1,YKL038W ,YKL038W ,1529.7,25.99,1214,19.58,5110.3,23.35
PTM1,YKL039W ,YKL039W ,3434.4,261.33,3036.4,57.58,2573.8,N.A.
NFU1,YKL040C ,YKL040C ,864.6,31.45,1099.7,99.92,606,N.A.
VPS24,YKL041W ,YKL041W ,606.9,22.22,969.3,22.33,483.6,24.31
SPC42,YKL042W ,YKL042W ,182.8,19.16,203.1,315.91,167.5,21.93
PHD1,YKL043W ,YKL043W ,1862.5,112.03,2755.7,14,1558.4,N.A.
NA,YKL044W ,YKL044W ,455.2,N.A.,727.3,64.61,779.2,107.74
PRI2,YKL045W ,YKL045W ,438.4,16.49,552.6,29.2,376.4,34.42
DCW1,YKL046C ,YKL046C ,1477.1,30.67,2110.1,35.1,2473.7,71.77
NA,YKL047W ,YKL047W ,314.2,80,655.1,15.14,687.6,31.76
ELM1,YKL048C ,YKL048C ,266,13.9,415.6,12.4,347.4,13.45
CSE4,YKL049C ,YKL049C ,334.1,35.97,533.4,33.31,459.2,39.45
NA,YKL050C ,YKL050C ,117.6,13.03,53.9,18.12,105.4,32.39
NA,YKL051W ,YKL051W ,1733,39.4,2049.3,18.73,1796.1,38.01
ASK1,YKL052C ,YKL052C ,818,107.69,1071.3,107.41,957.8,105.83
NA,YKL053C-A ,YKL053C-A ,8643.7,85.56,9858.8,45.96,5919.2,95.64
NA,YKL053W ,YKL053W ,198.7,N.A.,210.6,N.A.,423.2,29.7
DEF1,YKL054C ,YKL054C ,4214.1,14.31,3835,27.63,3778,27.55
OAR1,YKL055C ,YKL055C ,136.1,21.68,181.7,41.44,338.3,13.52
NA,YKL056C ,YKL056C ,23722.2,55.46,23640.3,38.13,19151.3,37.1
NUP120,YKL057C ,YKL057C ,1487,11.49,1132.4,25.66,1251,21.69
TOA2,YKL058W ,YKL058W ,2597.9,15.62,2352.9,22.19,1608.4,18.74
MPE1,YKL059C ,YKL059C ,1276,35.64,2160.1,59.08,1030.1,69.92
FBA1,YKL060C ,YKL060C ,24914,72.16,19708.8,56.45,17577.8,65.78
NA,YKL061W ,YKL061W ,208.5,16.52,234.3,18.5,200.9,11.75
MSN4,YKL062W ,YKL062W ,674.4,17.15,476.5,105.62,583.4,85.27
NA,YKL063C ,YKL063C ,1256.7,28.41,1372.2,33.68,1088.8,68.58
MNR2,YKL064W ,YKL064W ,1928.6,98.98,1534.6,45.8,1290.5,N.A.
YET1,YKL065C ,YKL065C ,2927.7,590.4,3401.9,1328.99,1822,N.A.
NA,YKL066W ,YKL066W ,523.7,N.A.,499.1,45.73,471.2,N.A.
YNK1,YKL067W ,YKL067W ,6553.4,57.55,7494.7,70.36,3823,N.A.
NUP100,YKL068W ,YKL068W ,1561,9.8,1365.2,18.2,1264.5,14.7
NA,YKL069W ,YKL069W ,2900.8,14.88,4314.1,22.9,2607.5,21.91
NA,YKL070W ,YKL070W ,111.2,37.48,140.6,39.99,74.6,N.A.
NA,YKL071W ,YKL071W ,72,82.32,469.5,39.08,65.4,82.32
STB6,YKL072W ,YKL072W ,259.5,14.99,255.4,14.59,500.5,13.35
LHS1,YKL073W ,YKL073W ,1042.3,48.86,1524,26.48,733.6,39.93
MUD2,YKL074C ,YKL074C ,433.6,20.2,867.9,19.6,803.5,21.09
NA,YKL075C ,YKL075C ,329.4,N.A.,695.8,57.22,592,219.36
PSY1,YKL076C ,YKL076C ,459.6,273.44,694.6,36.12,566.2,428.73
PSY1,YKL076C ,YKL076C ,471.2,45.14,663.6,78.58,789.6,178.46
NA,YKL077W ,YKL077W ,2419.3,46.13,3906,43.66,3047.4,41.19
DHR2,YKL078W ,YKL078W ,1357.4,7.66,1008.2,29.51,1157.8,11.87
SMY1,YKL079W ,YKL079W ,1099.7,23.76,1116.3,21.23,1049.3,47.92
VMA5,YKL080W ,YKL080W ,4400.5,57.33,5331.8,40.12,4097.5,49.55
TEF4,YKL081W ,YKL081W ,3660.7,12.83,4840.5,54.1,3888.9,14.13
TEF4,YKL081W ,YKL081W ,8168.7,18.91,7397.1,23.36,5986.9,16.72
NA,YKL082C ,YKL082C ,1291.9,9.67,1737.1,15.2,3085.3,8.36
NA,YKL083W ,YKL083W ,489.1,13.67,287.2,22.77,316.2,16.77
NA,YKL084W ,YKL084W ,1481.6,77.96,1530.3,964.9,792.6,160.49
MDH1,YKL085W ,YKL085W ,14073.8,178.79,13689.2,172.38,11064.1,1553.6
NA,YKL086W ,YKL086W ,578.6,N.A.,566.2,N.A.,759.4,N.A.
CYT2,YKL087C ,YKL087C ,3944.1,65.85,2908,348.37,2599.6,N.A.
NA,YKL088W ,YKL088W ,412.8,22.36,360.1,15.76,462.7,52.02
MIF2,YKL089W ,YKL089W ,475.2,13.88,370.8,15.14,424.8,24.49
CUE2,YKL090W ,YKL090W ,225.7,16.95,384,12.28,333.6,29.72
NA,YKL091C ,YKL091C ,828.2,N.A.,804.9,N.A.,555.3,N.A.
BUD2,YKL092C ,YKL092C ,377.3,17.67,351.4,15.34,475.3,18.39
MBR1,YKL093W ,YKL093W ,297.6,N.A.,206,N.A.,296,N.A.
YJU3,YKL094W ,YKL094W ,2202.8,130.7,2553.7,444.63,1889.1,N.A.
YJU2,YKL095W ,YKL095W ,78,32.3,103.3,18.41,153.8,155.25
CWP1,YKL096W ,YKL096W ,7602,N.A.,5039.5,N.A.,5329.8,N.A.
NA,YKL097C ,YKL097C ,77.9,N.A.,88.4,23.99,104.9,171.2
NA,YKL097W-A ,YKL097W-A ,15488.2,164.74,19127.3,33.29,14389.6,62.67
NA,YKL098W ,YKL098W ,1073.1,34.17,2068.9,18.09,1740.7,26.23
UTP11,YKL099C ,YKL099C ,259.3,12.69,367.4,28.15,442.8,11.54
NA,YKL100C ,YKL100C ,1260.9,N.A.,1530.2,29.71,1474.9,N.A.
HSL1,YKL101W ,YKL101W ,122.1,16.94,304.4,8.63,399.5,26.06
NA,YKL102C ,YKL102C ,45.4,57.66,13,9.26,100.7,21.7
LAP4,YKL103C ,YKL103C ,915,N.A.,1373.5,N.A.,222.1,N.A.
GFA1,YKL104C ,YKL104C ,2173.9,79.55,4602.7,32.35,2958.6,469.31
NA,YKL105C ,YKL105C ,458.4,32.22,401.8,22.12,307.5,N.A.
AAT1,YKL106W ,YKL106W ,1722.4,10.17,1842.2,9.89,1837.4,15.95
NA,YKL107W ,YKL107W ,2.2,24.27,3.3,26.81,1.2,N.A.
SLD2,YKL108W ,YKL108W ,36,7.78,41.5,5.87,62,17.95
HAP4,YKL109W ,YKL109W ,1676.7,20.53,1812,70.83,1922.6,14.45
KTI12,YKL110C ,YKL110C ,2526.1,26.7,2854.4,39.54,2301.8,229.66
NA,YKL111C ,YKL111C ,236.3,18.16,72.3,N.A.,164.2,40.94
ABF1,YKL112W ,YKL112W ,637.8,10.15,551.8,26.49,670.6,12.75
RAD27,YKL113C ,YKL113C ,1503.9,11.55,1723.7,18.15,1597.2,11.69
APN1,YKL114C ,YKL114C ,1172.6,18.86,1401,41.63,1039.5,23.48
NA,YKL115C ,YKL115C ,126.1,61.78,14.8,N.A.,226.4,9.89
PRR1,YKL116C ,YKL116C ,452.7,12.06,446.7,10.92,416.8,24.82
SBA1,YKL117W ,YKL117W ,10490.7,20.83,9773.9,48.97,8413.2,56.05
NA,YKL118W ,YKL118W ,190.7,17.08,95,142.53,130.7,19.13
VPH2,YKL119C ,YKL119C ,1975.6,31.18,1898.6,35.91,1437.2,74.31
OAC1,YKL120W ,YKL120W ,2575.9,8.05,1357.6,19.41,1552,14.04
NA,YKL121W ,YKL121W ,397.2,119.16,566.9,28.81,527.7,112.8
SRP21,YKL122C ,YKL122C ,2382.9,20.83,2869.4,56.58,2201.8,118.09
NA,YKL123W ,YKL123W ,345.3,264.47,562.7,34.54,532.1,1089.6
SSH4,YKL124W ,YKL124W ,293,20.99,380.4,30.66,453.1,N.A.
SSH4,YKL124W ,YKL124W ,140.4,8.17,127.5,40.05,172.4,61.66
RRN3,YKL125W ,YKL125W ,1272.1,8.62,1280.3,13.79,2120.7,13.81
YPK1,YKL126W ,YKL126W ,1417.6,N.A.,2341.4,46.98,2127.6,376.24
PGM1,YKL127W ,YKL127W ,1803.1,64.41,2198.2,39.88,1609.9,82.94
PMU1,YKL128C ,YKL128C ,2435.7,70.43,3303,32.02,1588.7,53.86
MYO3,YKL129C ,YKL129C ,411.2,N.A.,575.2,33.61,515.6,N.A.
SHE2,YKL130C ,YKL130C ,1146.5,33.29,1452.7,47.85,1293.2,44.34
NA,YKL131W ,YKL131W ,84.7,48.16,69.6,39.8,96.8,33.75
RMA1,YKL132C ,YKL132C ,245,53.75,568.1,13.57,718.3,31
NA,YKL133C ,YKL133C ,91.7,N.A.,194.8,96.34,107,N.A.
38261,YKL134C ,YKL134C ,434.8,41.88,621.9,16.94,443.1,51.67
APL2,YKL135C ,YKL135C ,1016.5,54.37,1744.5,28.38,1515.1,46.55
NA,YKL136W ,YKL136W ,332.4,132.22,315.4,35.57,306.3,65.72
NA,YKL137W ,YKL137W ,1815.9,26.73,2361.7,53.39,1216.9,42.82
MRPL31,YKL138C ,YKL138C ,3620.5,29.71,3526,95.9,2373.3,42.5
CTK1,YKL139W ,YKL139W ,645.5,13.71,640.2,22.67,592.1,21.72
TGL1,YKL140W ,YKL140W ,794.3,N.A.,803.3,152.13,563.1,N.A.
SDH3,YKL141W ,YKL141W ,6221.5,103.9,5953.2,102.11,6242.4,55.92
MRP8,YKL142W ,YKL142W ,4849.8,N.A.,6055.1,167.41,3463.1,N.A.
LTV1,YKL143W ,YKL143W ,784.9,12.67,720.2,49.31,1047.8,15.13
RPC25,YKL144C ,YKL144C ,806.4,9.78,706.7,19.7,606.6,12.01
RPT1,YKL145W ,YKL145W ,4873.9,44.74,4231.8,76.92,3910.7,1246.79
NA,YKL146W ,YKL146W ,4135.4,54.72,3317,28.93,2703.2,N.A.
NA,YKL147C ,YKL147C ,166.9,34.21,94.7,17.45,134.1,35.29
SDH1,YKL148C ,YKL148C ,3497.5,77.36,1814.5,N.A.,1408,N.A.
DBR1,YKL149C ,YKL149C ,378.6,24.09,430.3,27.36,314.5,68.72
MCR1,YKL150W ,YKL150W ,3265.5,N.A.,2898,N.A.,2672,N.A.
NA,YKL151C ,YKL151C ,1014.8,N.A.,1566.3,N.A.,264.2,N.A.
GPM1,YKL152C ,YKL152C ,20081,43.91,14742.1,78.82,12630.3,N.A.
NA,YKL153W ,YKL153W ,113.7,28.16,83.3,20.27,90.5,36.46
SRP102,YKL154W ,YKL154W ,725.7,13.29,966.2,15.83,748.5,15.33
RSM22,YKL155C ,YKL155C ,493.8,60.12,476.6,33.15,585.8,26.81
RPS27A,YKL156W ,YKL156W ,10880.6,12.63,12284.9,15.62,8931.8,11.06
APE2,YKL157W ,YKL157W ,1743.8,1286.27,2116.1,61.19,1347.1,82.87
NA,YKL158W ,YKL158W ,177.8,143.31,539.3,43.13,438.3,446.63
RCN1,YKL159C ,YKL159C ,362.9,42.63,737.6,53.56,364.8,30.92
NA,YKL160W ,YKL160W ,3316.3,113.44,4624.7,64.38,3260.8,108.57
NA,YKL161C ,YKL161C ,84.8,147.68,248.2,14.71,396.8,24.98
NA,YKL162C ,YKL162C ,139.6,71.69,99,N.A.,127.7,120.23
NA,YKL162C-A ,YKL162C-A ,75.2,10.72,38.9,16.56,34,29.68
PIR3,YKL163W ,YKL163W ,159.2,N.A.,1103.9,75.72,1042.6,N.A.
PIR1,YKL164C ,YKL164C ,9940.9,35.55,10837.3,28.3,7990.9,30.35
MCD4,YKL165C ,YKL165C ,3537.9,28.46,4884.9,24.35,2266.8,34.73
TPK3,YKL166C ,YKL166C ,364.8,8.72,498.7,15.92,478.3,11.96
MRP49,YKL167C ,YKL167C ,3159.7,42.79,3530.6,55.61,2005.2,61.85
KKQ8,YKL168C ,YKL168C ,234.3,68.54,209,112.61,246.3,38.84
NA,YKL169C ,YKL169C ,443.2,33.6,332.7,39.9,461.2,39.01
MRPL38,YKL170W ,YKL170W ,4510.3,45.63,4166.6,86.76,2613.7,61.65
NA,YKL171W ,YKL171W ,488.5,81.74,459.8,38.27,321.4,N.A.
EBP2,YKL172W ,YKL172W ,1922.7,10.84,1865.1,17.23,1588.8,13.03
SNU114,YKL173W ,YKL173W ,936.9,17.05,917.5,15.65,1147.8,22.76
NA,YKL174C ,YKL174C ,1027.3,14.17,1109.5,18.6,767.8,N.A.
ZRT3,YKL175W ,YKL175W ,2657.5,N.A.,1655,N.A.,1762.4,N.A.
LST4,YKL176C ,YKL176C ,865.5,29.65,1069.1,16.88,1236.1,152.11
NA,YKL177W ,YKL177W ,30.9,791.56,23.1,14.93,57.7,9.84
STE3,YKL178C ,YKL178C ,161.5,15.47,78.4,864.37,143.5,32.52
COY1,YKL179C ,YKL179C ,2021.8,19.62,2152.1,25.16,1706.6,36.88
RPL17A,YKL180W ,YKL180W ,13060.4,N.A.,15800,19.92,9953.8,2412.12
RPL17A,YKL180W ,YKL180W ,16396.6,31.9,16981.7,36.03,13677.7,38.43
PRS1,YKL181W ,YKL181W ,6442.6,31.56,7896.3,28.66,6978.8,39.75
FAS1,YKL182W ,YKL182W ,7110.2,27.79,6942.6,32.1,6920.2,32.44
LOT5,YKL183W ,YKL183W ,439.3,18.94,519,27.71,177,14.17
SPE1,YKL184W ,YKL184W ,980,39.01,1161.2,37.73,1445.8,34.1
ASH1,YKL185W ,YKL185W ,2844,11.62,2561.5,12.68,1239,15.42
MTR2,YKL186C ,YKL186C ,603,43.62,928.8,64.63,736,32.87
NA,YKL187C ,YKL187C ,64.3,N.A.,157.1,N.A.,165.1,67.67
PXA2,YKL188C ,YKL188C ,176.2,N.A.,300.6,19.72,533.7,28.48
HYM1,YKL189W ,YKL189W ,340.4,30.3,760.6,15.3,803.9,25.6
CNB1,YKL190W ,YKL190W ,1673.1,17.3,1884.9,11.3,1833.5,24.91
CNB1,YKL190W ,YKL190W ,2878.5,16.12,2325,21.17,2269.9,38.41
DPH2,YKL191W ,YKL191W ,2804.3,35.84,3300.1,32.57,2895.3,22.1
ACP1,YKL192C ,YKL192C ,8464.1,34.29,9224.7,45.02,7495,57.13
SDS22,YKL193C ,YKL193C ,667,N.A.,1130.5,N.A.,608.5,N.A.
MST1,YKL194C ,YKL194C ,882.4,50.7,863.3,67.17,692.2,70.72
NA,YKL195W ,YKL195W ,3267.3,112.18,3360.1,94.29,2127.9,N.A.
YKT6,YKL196C ,YKL196C ,5409,17.98,5920.9,20.63,4690.8,22.97
PEX1,YKL197C ,YKL197C ,450.1,28.62,556.1,28.4,482.9,31.76
PTK1,YKL198C ,YKL198C ,642.8,78.23,819.2,11.92,755.6,58.54
PTK1,YKL198C ,YKL198C ,207.1,21.42,250.7,22.55,315.9,45.54
YKT9,YKL199C ,YKL199C ,377.4,N.A.,282.7,47.59,488,25.61
NA,YKL200C ,YKL200C ,98.2,N.A.,187.7,N.A.,71,N.A.
MNN4,YKL201C ,YKL201C ,1254.1,N.A.,1424.2,36.92,1004.8,N.A.
NA,YKL202W ,YKL202W ,164,N.A.,87.4,79.66,155.3,N.A.
TOR2,YKL203C ,YKL203C ,1098,14.52,826.7,17.09,1120,21.61
EAP1,YKL204W ,YKL204W ,3046.5,56.03,2850,72.67,2482.5,74.98
LOS1,YKL205W ,YKL205W ,2020.3,8.93,1481.2,31.26,2330.1,20.47
NA,YKL206C ,YKL206C ,1243.5,51.31,1631.3,269.13,1185.9,51.04
NA,YKL207W ,YKL207W ,1872.4,22.21,1811.3,1151.7,1110.6,N.A.
CBT1,YKL208W ,YKL208W ,676.8,47.25,780.7,191.44,633.6,56.03
